trader_id,win_rate,avg_profit,avg_loss,profit_factor,avg_return_pct,avg_holding_days,holding_variance,trades_per_month,avg_trades_per_day,max_loss_streak,max_win_streak,avg_position_size,position_size_variance,risk_escalation_ratio,pnl_std,post_loss_position_change,post_loss_trade_delay,avg_gap_between_trades,same_day_trade_ratio
25,0.7363636363636363,725.4176543209878,495.34586206896563,4.090407747147065,3.0079442409824115,17.254545454545454,7.581285945041496,4.647887323943662,0.15492957746478872,3,14,13269.217181818181,3025.8977119505207,0.9989796891709292,753.0414802944368,517.7093103448276,0.13793103448275862,6.513761467889908,0.0
26,0.5695364238410596,719.9929069767442,496.92215384615383,1.9170125393421784,1.12939792628834,2.9735099337748343,1.4280383742161817,32.589928057553955,1.0863309352517985,5,5,13575.103576158941,4906.332879646106,0.9849474817833354,800.8763316474506,93.60030769230778,0.046153846153846156,0.9266666666666666,0.38
27,0.5833333333333334,1274.2742857142855,1018.5070000000001,1.7515677359114856,1.2053991952168448,5.55,2.8926159252061625,12.587412587412588,0.4195804195804196,7,8,25178.029666666665,12492.782371551426,1.3218941000792388,1630.5009665463276,9132.992040816325,0.4489795918367347,2.403361344537815,0.21008403361344538
28,0.7014925373134329,722.3897872340427,350.79400000000004,4.839353010598813,3.0491178242341728,16.776119402985074,7.780747209429314,4.902439024390244,0.16341463414634147,2,11,12973.577313432836,3152.3259620792287,1.0082722194983509,687.3240023468741,-102.45049999999955,0.05,6.212121212121212,0.0
29,0.5225225225225225,1432.1817241379313,1515.079811320755,1.0344624724296858,0.40219680878750796,5.207207207207207,2.8029760713703666,13.760330578512397,0.45867768595041325,6,7,28226.610990990994,14264.870951926938,0.9681543292685997,2118.1074436429894,6212.758461538463,0.15384615384615385,2.2,0.2
30,0.6863905325443787,651.1922413793104,311.11962264150935,4.581038416334433,2.7155713913936337,18.106508875739646,7.2572143252982135,4.751640112464854,0.1583880037488285,4,8,13182.891834319526,2944.3411994175685,0.9886226250756616,616.1552536362329,-466.4037735849057,0.0,6.351190476190476,0.0
31,0.8205128205128205,711.97921875,417.90714285714284,7.788242432529441,3.5348537514537983,17.166666666666668,7.6130726030213625,4.5703125,0.15234375,2,23,13838.543076923075,3210.3516629997835,0.9770322371394622,651.1150537590509,-179.84000000000015,0.42857142857142855,6.64935064935065,0.0
32,0.5766871165644172,599.5604255319148,636.9076811594201,1.282434625817725,0.6597643330921392,3.1104294478527605,1.431592978612085,30.372670807453417,1.0124223602484472,5,7,14717.40355828221,5090.41551640193,1.0987650870332226,798.0177633663687,-372.5358823529411,0.07352941176470588,0.9938271604938271,0.3148148148148148
33,0.5507246376811594,736.8207894736842,613.2880645161289,1.4727168677772327,0.7539362611328745,3.2318840579710146,1.2850375084504215,27.236842105263158,0.9078947368421053,3,5,13539.588695652174,5016.119965189556,1.0585139837958897,887.7236748436532,1037.1623333333334,0.13333333333333333,1.1176470588235294,0.25
34,0.7361111111111112,785.0145283018867,390.81947368421055,5.603040574662955,3.6128846450868073,18.22222222222222,7.465954844524694,4.552160168598525,0.1517386722866175,3,19,13279.724999999999,3147.707962541562,0.9497759962465382,721.2861454888247,96.31578947368412,0.18421052631578946,6.636363636363637,0.0
35,0.7619047619047619,760.1008333333333,394.88933333333335,6.159504603821492,3.6854175482945757,17.682539682539684,7.261976530077738,4.934725848563969,0.16449086161879894,4,14,13283.488253968255,2810.958981374414,1.041051429981984,760.0035580791614,103.01333333333338,0.2,6.17741935483871,0.0
36,0.5407407407407407,3223.7342465753422,3171.7848387096774,1.1967038402006887,0.696712615571057,8.925925925925926,4.167446029930385,7.655954631379962,0.2551984877126654,7,6,49625.92955555555,21223.337112416335,1.0038136912609286,4196.571554188808,1650.6193548387093,0.3064516129032258,3.9477611940298507,0.0
37,0.562874251497006,2560.6618085106384,2738.08698630137,1.2042314814837976,0.8682193440498074,8.10179640718563,4.148790984491634,7.2086330935251794,0.24028776978417266,6,8,50196.64359281438,20237.93109008691,1.0290697668579831,3603.8048393484987,-5307.221643835615,0.5753424657534246,4.186746987951807,0.0
38,0.4426229508196721,1058.2607407407409,1566.1273529411762,0.536599739372108,-1.113277340725816,4.967213114754099,2.645544765038977,10.701754385964913,0.3567251461988304,11,4,27860.23754098361,12222.744123347078,1.3015742224550615,1754.8327253790167,2644.619411764706,0.4117647058823529,2.85,0.13333333333333333
39,0.5691056910569106,3903.509285714286,2321.2586792452835,2.221027043639548,2.027834936181707,8.357723577235772,3.7221756402317503,7.817796610169492,0.2605932203389831,6,8,52014.363089430895,20630.324661146275,0.9492792551913085,3959.8250941886886,1067.653962264151,0.20754716981132076,3.8688524590163933,0.0
40,0.5337078651685393,746.4434736842103,553.1414457831326,1.544565171460969,0.8046357116608711,2.842696629213483,1.3892149260773263,28.253968253968253,0.9417989417989417,6,6,13556.608314606743,4963.585563936194,0.9116701778731082,876.6835401959885,391.396219512195,0.10975609756097561,1.0677966101694916,0.3050847457627119
41,0.6714285714285714,704.7046808510637,476.22413043478264,3.0238885508330697,2.418170864857295,17.507142857142856,7.0797069692757715,4.751131221719457,0.1583710407239819,4,8,13494.932714285715,3197.384694308512,1.0393097286957589,732.8900449928311,-778.2169565217393,0.06521739130434782,6.359712230215828,0.0
42,0.5674157303370787,729.0656435643564,531.5325974025974,1.7991500197541976,1.0462359674546515,2.7191011235955056,1.3486864423059006,27.958115183246075,0.9319371727748691,5,8,13599.063314606745,4971.874517312953,0.9788976592797586,829.2778992870066,1117.2501298701295,0.1038961038961039,1.07909604519774,0.3163841807909605
43,0.6179775280898876,3423.8031818181817,2701.1227941176467,2.050445525512675,2.183535515757102,8.702247191011235,4.0888570510289455,7.206477732793522,0.24021592442645073,4,7,52647.07382022472,20676.344392363826,0.9423271921359054,4063.7458865092585,-5103.738235294119,0.2647058823529412,4.186440677966102,0.0
44,0.55,626.4166666666666,422.9644444444444,1.8101293865870873,1.200384638425887,3.1166666666666667,1.595456118477942,36.0,1.2,4,6,12232.181499999999,4513.16875004985,1.0976066255399881,693.7126463799182,-75.76222222222215,0.07407407407407407,0.847457627118644,0.3898305084745763
45,0.5064102564102564,1408.6459493670884,1608.0828571428572,0.8987311502169477,-0.1596405524830813,5.685897435897436,2.8461734065900623,11.878172588832488,0.39593908629441626,6,6,26260.968974358977,12205.428075829223,0.9914746915231509,2008.6940933440515,3963.665131578948,0.23684210526315788,2.541935483870968,0.16774193548387098
46,0.5588235294117647,679.1802631578947,495.1609999999999,1.7374046017355975,0.8313217969509752,2.7941176470588234,1.501827976012792,37.77777777777778,1.2592592592592593,6,5,13641.324264705883,5079.393214446497,1.0027406115857938,770.9710641070404,-182.7553333333331,0.1,0.8059701492537313,0.4626865671641791
47,0.7209302325581395,693.0923387096775,462.3164583333334,3.8728635102488873,2.81906319257519,18.447674418604652,7.445132272837301,4.669683257918551,0.15565610859728507,3,12,13432.245930232557,3045.998905104332,0.98158737981512,691.4076837955441,-1249.23875,0.1875,6.461988304093567,0.0
48,0.6875,703.1960606060607,520.6080000000001,2.9715857868748334,2.362294366039984,18.145833333333332,7.632488184499524,4.660194174757281,0.1553398058252427,3,14,12885.315416666666,3019.8829243115965,1.0407472288513575,740.3325697818129,-710.0114285714284,0.0,6.574468085106383,0.0
49,0.6785714285714286,569.2752631578948,405.4166666666667,2.964365878725591,1.8357884472495296,18.107142857142858,7.159681484608024,4.827586206896552,0.16091954022988506,4,10,13161.780714285715,3092.4900715342096,0.9282742203405093,607.25500893605,-346.508888888889,0.16666666666666666,6.327272727272727,0.0
50,0.631578947368421,3380.987857142857,2755.288775510204,2.1035832015830036,1.8892802213354982,8.0,4.240854688013783,7.658349328214971,0.255278310940499,7,10,50636.0360150376,20490.273436334704,0.9982663321677308,4054.5066776951767,6633.279795918369,0.5102040816326531,3.946969696969697,0.0
51,0.6746987951807228,808.2323214285714,418.32888888888886,4.00721477341946,2.7270673563629666,17.89156626506024,6.9878152630878265,5.1875,0.17291666666666666,3,7,13620.489156626505,2820.8835702870006,0.9833639843922508,815.482167053757,883.9214814814819,0.07407407407407407,5.853658536585366,0.0
52,0.7166666666666667,556.7286046511629,402.98764705882354,3.4943896981224065,2.0938435349014624,17.633333333333333,7.876088392189484,4.422604422604422,0.14742014742014742,3,13,13520.261,2939.2994640546926,1.0487396668119597,626.1985116712767,-487.8294117647058,0.11764705882352941,6.898305084745763,0.0
53,0.6025641025641025,2691.052340425532,2666.833870967742,1.529897540698557,1.2692618980595314,8.346153846153847,4.217548136976304,7.622149837133551,0.254071661237785,4,5,48209.47948717949,21217.09295455043,0.9257807679380952,3631.3944950813834,1198.1974193548385,0.5483870967741935,3.987012987012987,0.0
54,0.7375,745.9274576271187,588.6119047619046,3.5604121075815995,2.815123588639593,16.175,7.64691548637071,4.4609665427509295,0.14869888475836432,3,15,13659.81475,2906.996558136099,1.0004683077807632,794.4084914762709,287.9423809523809,0.3333333333333333,6.810126582278481,0.0
55,0.6756756756756757,566.6914,493.93333333333334,2.390215447428803,1.7256740000164439,16.013513513513512,6.909380645960518,4.703389830508475,0.15677966101694915,2,6,13250.649054054054,3065.2668651536173,1.1405224893714239,641.3758631837167,-778.7433333333333,0.16666666666666666,6.465753424657534,0.0
56,0.5522388059701493,4245.401081081081,2079.6993333333335,2.5176690604956034,2.3284468961295275,9.149253731343284,4.418465835981519,7.178571428571428,0.2392857142857143,4,4,49693.59313432835,22593.91607575623,1.0271952297142741,4428.998224201206,4279.771333333334,0.5,4.242424242424242,0.0
57,0.4482758620689655,822.5905128205129,682.9714583333334,0.9785984223962506,-0.1784011983568146,3.2528735632183907,1.4241961486657537,26.099999999999998,0.87,8,6,14013.80747126437,4851.387033925696,0.9200381892493376,1022.3664134647129,35.8597916666666,0.125,1.1627906976744187,0.2441860465116279
58,0.725,775.6455172413794,447.4827272727273,4.569748756173422,3.451534972477913,17.7,7.335197898157091,4.477611940298507,0.14925373134328357,2,7,13261.20475,3215.6358750378913,0.8437332944228798,708.9140774668712,50.46099999999969,0.2,6.871794871794871,0.0
59,0.48214285714285715,1774.7940740740742,1106.2713793103446,1.4936610615278976,1.0060725883573818,5.071428571428571,2.9161440471787574,10.980392156862745,0.3660130718954248,4,3,28056.204285714284,10091.51919421395,0.9906055781340476,1861.739902112647,4345.5217241379305,0.4482758620689655,2.7818181818181817,0.14545454545454545
60,0.6710526315789473,2821.362549019608,2239.5932000000003,2.569921894744099,2.3586278252223782,7.993421052631579,4.131123527126131,7.080745341614907,0.2360248447204969,4,9,47177.46828947368,19926.840427120707,1.06318769684723,3368.3899021469906,2051.6572,0.58,4.264900662251655,0.0
61,0.6,2542.009523809523,2761.3646428571433,1.3808441762943033,0.956932290488992,7.614285714285714,4.051454765178271,7.894736842105263,0.2631578947368421,3,5,47719.61385714285,20475.116626299852,0.8736156746102505,3465.2348662833488,-3034.84037037037,0.37037037037037035,3.8550724637681157,0.0
62,0.5629139072847682,1394.644117647059,1283.8251515151514,1.3990476613094913,0.8958604143967653,5.291390728476821,2.767885845366483,13.323529411764705,0.4441176470588235,5,10,26741.866158940396,12569.628280463075,0.8962255945455693,1901.6931290748837,8031.586307692308,0.16923076923076924,2.2666666666666666,0.22
63,0.5900621118012422,2911.637789473684,2259.720303030303,1.8546515611948218,1.87068969480238,8.0,4.08656334834051,7.134416543574594,0.2378138847858198,7,7,47714.890683229816,20867.73897854533,1.1635196288981768,3432.0270210113613,-3062.3089393939395,0.30303030303030304,4.23125,0.0
64,0.45614035087719296,2972.339230769231,2282.655806451613,1.0921180803402037,0.4127675734134117,8.75438596491228,4.132971525922385,7.772727272727273,0.2590909090909091,5,3,49246.46894736842,18266.612530557206,1.0075597024283605,3583.2704249801213,-1015.5980000000005,0.4666666666666667,3.9285714285714284,0.0
65,0.625,704.8496666666667,528.1544444444445,2.2242536379299827,1.7830325773224587,19.333333333333332,7.415720315749404,4.9655172413793105,0.16551724137931034,3,6,12804.692708333334,3265.7207441411438,0.9858460485855759,852.2429630353178,311.56944444444434,0.16666666666666666,6.170212765957447,0.0
66,0.5060240963855421,644.7307142857144,563.1070731707317,1.172877921670661,0.8309917650045548,2.9759036144578315,1.489605477434012,27.065217391304348,0.9021739130434783,4,7,12853.320240963856,4445.140530078742,0.9422197487247073,777.2631926764938,-190.58699999999982,0.075,1.1219512195121952,0.3170731707317073
67,0.5352112676056338,1432.1407894736842,1739.7054545454546,0.9479373728886186,0.3637551732427635,5.676056338028169,3.016618970136586,12.102272727272728,0.4034090909090909,9,6,26930.949859154927,12916.455548347167,1.0107162031696366,2135.868244691313,3417.102727272727,0.22727272727272727,2.49645390070922,0.1702127659574468
68,0.6415094339622641,1145.7600000000002,1586.3557894736844,1.2924637600379023,1.424137622164733,5.660377358490566,2.409463682954674,12.619047619047619,0.42063492063492064,3,4,24428.2520754717,12235.062100576322,0.9862796985615404,1792.1929007821693,6972.3694444444445,0.1111111111111111,2.423076923076923,0.1346153846153846
69,0.5590551181102362,731.3325352112677,617.0964285714284,1.5025612459270667,1.0577208667187659,3.0078740157480315,1.411382655368492,27.21428571428571,0.9071428571428571,5,6,13487.648976377952,5213.061060531965,0.9276935278352446,867.9629872429525,388.66267857142844,0.10714285714285714,1.1111111111111112,0.2619047619047619
70,0.5454545454545454,1459.3324358974355,1359.9372307692308,1.2877056995390734,0.31289409250392264,5.734265734265734,2.8947525349755145,12.398843930635838,0.41329479768786126,6,5,27133.443146853147,14129.47501818956,1.0950420231559164,1859.0028013827791,8177.0912307692315,0.09230769230769231,2.436619718309859,0.19014084507042253
71,0.5517241379310345,1496.8333333333333,1298.4714102564105,1.4187885814849155,0.7434846120024322,5.2701149425287355,2.836900325164763,12.224824355971897,0.40749414519906324,7,7,27461.124195402295,13187.82512503245,0.9796572489027313,1974.9047095046153,7132.970779220779,0.2597402597402597,2.468208092485549,0.1791907514450867
72,0.7704918032786885,662.208085106383,390.985,5.68596530009372,3.210451097168343,18.540983606557376,7.845537522464184,4.8541114058355435,0.16180371352785147,2,8,13411.28639344262,2916.9279996056543,1.0482476889995798,623.2226645113295,1425.6485714285716,0.0,6.283333333333333,0.0
73,0.5209580838323353,1398.8640229885057,1302.4803749999999,1.1679750836936795,0.560422700146129,5.0119760479041915,2.765946152748598,12.400990099009901,0.41336633663366334,6,11,27274.687065868264,12591.70508144521,1.0834802991114854,1815.239517083637,5134.197848101265,0.4430379746835443,2.433734939759036,0.18674698795180722
74,0.5925925925925926,2852.5956250000004,2830.1041818181816,1.4661050383432723,1.240111651662536,8.422222222222222,4.186807045211284,7.641509433962264,0.25471698113207547,8,9,49894.141407407405,20230.41607971939,1.0616431646029942,4087.2802690612043,-1660.3089090909095,0.5636363636363636,3.955223880597015,0.0
75,0.5106382978723404,1457.6479166666666,1559.0028985507247,0.9756389256603997,-0.2849651137729197,5.602836879432624,2.76167504197857,12.368421052631579,0.41228070175438597,6,6,29250.212907801415,13648.441524164924,1.0139986362775237,2059.3983497778718,7095.587826086957,0.4492753623188406,2.442857142857143,0.16428571428571428
76,0.7377049180327869,743.7374444444443,385.295625,5.428978235867588,3.3050224166053503,17.098360655737704,7.528908294052824,4.52970297029703,0.15099009900990099,3,9,13301.054508196721,3054.021886707391,1.0481197407578289,709.6036747811401,-568.3564516129035,0.1935483870967742,6.677685950413223,0.0
77,0.582089552238806,3427.77641025641,2708.5985714285716,1.762683812767699,1.474430072484915,8.791044776119403,3.7840867495695383,7.204301075268817,0.24014336917562723,3,8,48945.57552238806,19442.266356610427,1.0264282974663959,4132.659426508635,6339.1053571428565,0.39285714285714285,4.2272727272727275,0.0
78,0.55,3191.716363636364,3159.710222222223,1.2346026667986993,1.0966440995268407,8.99,3.9299291894821,7.281553398058253,0.24271844660194175,4,8,49034.2814,21723.13122547898,1.0336712376587769,4375.131086326217,-237.053111111111,0.37777777777777777,4.161616161616162,0.0
79,0.5344827586206896,3073.7712903225806,2252.0885185185184,1.5670542191371664,1.417678136702348,9.043103448275861,3.8434410338275966,7.699115044247788,0.25663716814159293,4,9,49591.230431034484,20581.979642914157,1.0996108397620346,3684.359783793315,-322.7246296296296,0.3333333333333333,3.9304347826086956,0.0
80,0.5645161290322581,1652.71,1017.0240740740742,2.106539959540635,1.7498418227606618,6.096774193548387,2.889833380070382,11.923076923076923,0.3974358974358974,4,5,24365.801290322575,11740.156685643815,1.0867891636348166,1851.9408605421033,9705.222692307692,0.38461538461538464,2.557377049180328,0.16393442622950818
81,0.6373626373626373,636.3713793103448,562.9363636363637,1.9868514122377787,1.6722003237864274,3.043956043956044,1.272897725769286,30.0,1.0,3,7,12732.46153846154,4662.26608905677,1.0266376501794134,740.0171109468282,-727.1384848484851,0.030303030303030304,1.011111111111111,0.32222222222222224
82,0.5319148936170213,3284.6078,2179.5845454545456,1.712486387105466,1.2776088884668948,8.170212765957446,4.164980212353673,7.580645161290322,0.25268817204301075,4,7,48291.42978723404,21455.911940385533,0.9681160898050475,3980.849336484855,1996.325813953486,0.4186046511627907,4.0,0.0
83,0.610062893081761,1349.6273195876288,1159.6185483870968,1.820869209633034,1.807725520054068,5.7421383647798745,3.027748958035642,12.015113350125946,0.4005037783375315,5,12,25870.76194968553,13036.344212087884,0.8862102136068561,1700.817509435005,6717.587096774193,0.2903225806451613,2.5126582278481013,0.16455696202531644
84,0.5983606557377049,729.7667123287671,552.685918367347,1.9671271390438012,1.636566311120949,3.0327868852459017,1.384294588563343,31.82608695652174,1.0608695652173914,5,11,13807.212049180327,4652.186143858674,0.8947772778833023,796.1088394478562,-1093.2068750000005,0.0625,0.9504132231404959,0.3305785123966942
85,0.6666666666666666,710.8882894736842,435.7971052631579,3.2624736644104657,2.4363874959044427,16.728070175438596,7.082678718941005,4.906743185078909,0.16355810616929697,3,10,13489.642368421053,2824.8575409312743,0.9590089072644068,725.8803573580146,-618.136052631579,0.13157894736842105,6.168141592920354,0.0
86,0.5350877192982456,1340.7499999999998,1518.1230188679247,1.0164705622086456,0.38809484456152993,5.666666666666667,2.84610171730575,12.302158273381293,0.41007194244604317,8,7,26826.33903508772,12980.111264291245,1.1040663272244116,2046.4528274096135,5312.028076923078,0.38461538461538464,2.4601769911504423,0.168141592920354
87,0.5806451612903226,728.8763333333333,650.5829230769231,1.5512448126402143,0.9501398801537995,2.9612903225806453,1.431935711789446,30.3921568627451,1.0130718954248366,4,8,13760.564967741935,5232.932256471755,1.0857169716619235,916.7231394550146,1147.300923076923,0.046153846153846156,0.9935064935064936,0.3181818181818182
88,0.5528455284552846,1371.4067647058823,1115.1023636363636,1.520539736832966,1.215048259304624,5.2926829268292686,2.9020391567814867,11.047904191616768,0.36826347305389223,6,7,28552.282520325207,13255.522890064129,0.9562754373399578,1641.6570239463372,5061.794909090909,0.6,2.737704918032787,0.13934426229508196
89,0.5925925925925926,743.10175,666.6299999999999,1.6214020862056506,1.2654966317408989,3.2074074074074073,1.3443985299781487,26.644736842105264,0.8881578947368421,9,12,14597.956222222221,5067.047722433862,1.03745911259507,943.4599357605588,-180.31296296296296,0.09259259259259259,1.1343283582089552,0.26865671641791045
90,0.5461538461538461,676.7480281690143,589.3628813559322,1.3818170785401418,0.5433682014689577,2.8461538461538463,1.4598584324565687,33.91304347826087,1.1304347826086956,5,7,14290.78630769231,5135.914363298429,0.9501239751679332,822.9383775440443,378.36172413793105,0.05172413793103448,0.8914728682170543,0.3875968992248062
91,0.5256410256410257,3076.4412195121954,2386.384324324325,1.4285332939507487,0.920222310028976,9.166666666666666,4.16982564233157,6.902654867256636,0.23008849557522124,7,5,52865.41794871796,20183.592369049653,0.9232080913434046,3768.8030901473717,-262.28621621621585,0.32432432432432434,4.402597402597403,0.0
92,0.4825174825174825,1208.8528985507248,1390.5443243243244,0.8105988632878355,-0.3084723329336271,5.699300699300699,2.811032001949715,10.698254364089776,0.3566084788029925,6,4,28744.007132867137,13015.637165860226,1.0489211742915014,1814.996066963474,6649.1702702702705,0.25675675675675674,2.823943661971831,0.1056338028169014
93,0.5114503816793893,3046.222686567164,2541.3743750000003,1.2548384867538454,0.8817511519502219,8.564885496183207,4.2986567430396585,7.859999999999999,0.262,6,10,48105.94564885496,19573.474941385153,0.9741567178177257,3749.1047663111485,289.9466666666671,0.47619047619047616,3.8461538461538463,0.0
94,0.7272727272727273,767.20765625,584.12625,3.5024741369410006,3.118557383348986,17.193181818181817,7.124279281226068,4.623467600700525,0.15411558669001751,3,15,13301.056363636364,2915.7034792043064,0.9997664163102371,763.2973614479937,487.5830434782609,0.17391304347826086,6.563218390804598,0.0
